armed,age,gender,is_black,city,signs_of_mental_illness,threat,flee,body_camera,population,percent_completed_hs,poverty_rate,median_income,share_black,share_not_black
Yes,28,M,No,"Valdosta, GA",No,Yes,No,Yes,55906,82.6,35.0,29336,51.1,48.9
Yes,28,M,No,"Sunnyvale, CA",Yes,Yes,No,No,152797,91.4,7.5,105401,2.0,98.0
Yes,23,M,Yes,"Sunnyvale, CA",No,Yes,No,No,152797,91.4,7.5,105401,2.0,98.0
Yes,42,M,Yes,"Sunnyvale, CA",No,Yes,No,No,152797,91.4,7.5,105401,2.0,98.0
Yes,54,M,No,"Kellyville, OK",No,Yes,Yes,No,1157,79.6,25.3,36375,0.2,99.8
Yes,29,M,Yes,"Monon, IN",No,Yes,Yes,No,1752,74.5,31.1,35542,0.6,99.4
Yes,21,M,No,"Corning, CA",No,Yes,No,No,7553,75.3,29.6,31667,0.6,99.4
Yes,38,M,No,"Topeka, KS",No,Yes,Yes,No,126954,88.6,19.2,42250,11.3,88.7
No,45,M,No,"Topeka, KS",No,No,No,No,126954,88.6,19.2,42250,11.3,88.7
Yes,66,M,No,"Sand Springs, OK",Yes,Yes,No,Yes,19861,88.4,10.6,51067,2.4,97.6
Yes,32,M,No,"Salemburg, NC",Yes,Yes,Yes,No,416,80.9,16.8,36528,7.1,92.9
Yes,27,M,No,"Alton, IL",No,Yes,No,No,26858,90.3,24.4,36250,26.6,73.4
No,26,M,Yes,"DeSoto, TX",No,No,Yes,No,53078,90.5,11.3,59260,68.6,31.400000000000006
Yes,31,M,No,"Jonesboro, AR",Yes,Yes,No,No,74833,89.1,23.7,41688,18.4,81.6
Yes,22,M,Yes,"Miami, FL",No,No,Yes,No,446835,73.2,28.3,31051,19.2,80.8
No,46,M,Yes,"Miami, FL",No,Yes,No,No,446835,73.2,28.3,31051,19.2,80.8
Yes,22,M,No,"Miami, FL",No,Yes,No,No,446835,73.2,28.3,31051,19.2,80.8
Yes,51,M,No,"Miami, FL",Yes,No,Yes,No,446835,73.2,28.3,31051,19.2,80.8
Yes,42,M,No,"Miami, FL",No,Yes,No,No,446835,73.2,28.3,31051,19.2,80.8
No,31,M,Yes,"Miami, FL",No,Yes,Yes,No,446835,73.2,28.3,31051,19.2,80.8
Yes,15,M,No,"Miami, FL",No,Yes,Yes,No,446835,73.2,28.3,31051,19.2,80.8
Yes,28,M,Yes,"Miami, FL",Yes,Yes,Yes,No,446835,73.2,28.3,31051,19.2,80.8
Yes,51,M,No,"Miami, FL",No,Yes,No,Yes,446835,73.2,28.3,31051,19.2,80.8
Yes,25,M,No,"Miami, FL",Yes,Yes,No,No,446835,73.2,28.3,31051,19.2,80.8
Yes,37,M,Yes,"Miami, FL",No,Yes,No,No,446835,73.2,28.3,31051,19.2,80.8
Yes,22,M,Yes,"Miami, FL",No,Yes,No,No,446835,73.2,28.3,31051,19.2,80.8
Yes,50,M,No,"Miami, FL",Yes,Yes,No,No,446835,73.2,28.3,31051,19.2,80.8
Yes,21,M,Yes,"Miami, FL",No,Yes,Yes,No,446835,73.2,28.3,31051,19.2,80.8
Yes,36,M,No,"Miami, FL",No,Yes,Yes,No,446835,73.2,28.3,31051,19.2,80.8
Yes,47,M,Yes,"Miami, FL",No,Yes,No,No,446835,73.2,28.3,31051,19.2,80.8
Yes,82,M,No,"Miami, FL",Yes,Yes,No,No,446835,73.2,28.3,31051,19.2,80.8
Yes,41,M,Yes,"Spartanburg, SC",No,Yes,No,No,37357,82.3,27.2,35126,49.3,50.7
Yes,20,M,Yes,"Spartanburg, SC",No,Yes,Yes,No,37357,82.3,27.2,35126,49.3,50.7
Yes,52,M,No,"Montclair, CA",Yes,Yes,No,No,38785,70.1,16.9,49366,5.2,94.8
Yes,47,M,No,"Shafter, CA",No,Yes,No,No,18941,57.9,21.7,40881,1.3,98.7
Yes,18,M,Yes,"Chicago, IL",No,Yes,Yes,No,2717379,82.3,22.3,48522,32.9,67.1
Yes,23,M,Yes,"Chicago, IL",No,Yes,Yes,No,2717379,82.3,22.3,48522,32.9,67.1
Yes,27,M,Yes,"Chicago, IL",No,Yes,Yes,No,2717379,82.3,22.3,48522,32.9,67.1
Yes,25,M,Yes,"Chicago, IL",No,Yes,No,No,2717379,82.3,22.3,48522,32.9,67.1
No,29,M,No,"Chicago, IL",No,No,Yes,No,2717379,82.3,22.3,48522,32.9,67.1
Yes,33,M,Yes,"Chicago, IL",No,Yes,No,No,2717379,82.3,22.3,48522,32.9,67.1
Yes,31,M,Yes,"Chicago, IL",No,Yes,No,No,2717379,82.3,22.3,48522,32.9,67.1
No,55,F,Yes,"Chicago, IL",No,Yes,No,No,2717379,82.3,22.3,48522,32.9,67.1
Yes,19,M,Yes,"Chicago, IL",Yes,No,No,No,2717379,82.3,22.3,48522,32.9,67.1
Yes,29,M,Yes,"Chicago, IL",No,Yes,No,No,2717379,82.3,22.3,48522,32.9,67.1
Yes,29,M,Yes,"Chicago, IL",No,Yes,Yes,No,2717379,82.3,22.3,48522,32.9,67.1
Yes,21,M,Yes,"Chicago, IL",No,Yes,Yes,No,2717379,82.3,22.3,48522,32.9,67.1
Yes,16,M,Yes,"Chicago, IL",No,Yes,Yes,No,2717379,82.3,22.3,48522,32.9,67.1
Yes,26,M,No,"Chicago, IL",No,Yes,Yes,No,2717379,82.3,22.3,48522,32.9,67.1
Yes,50,M,Yes,"Chicago, IL",No,Yes,No,No,2717379,82.3,22.3,48522,32.9,67.1
Yes,18,M,Yes,"Chicago, IL",No,Yes,Yes,Yes,2717379,82.3,22.3,48522,32.9,67.1
Yes,26,M,Yes,"Chicago, IL",No,Yes,No,No,2717379,82.3,22.3,48522,32.9,67.1
No,19,M,Yes,"Chicago, IL",No,No,Yes,No,2717379,82.3,22.3,48522,32.9,67.1
Yes,37,M,Yes,"Chicago, IL",No,Yes,No,No,2717379,82.3,22.3,48522,32.9,67.1
Yes,33,M,Yes,"Chicago, IL",No,Yes,Yes,No,2717379,82.3,22.3,48522,32.9,67.1
Yes,34,M,Yes,"Chicago, IL",No,Yes,Yes,No,2717379,82.3,22.3,48522,32.9,67.1
No,25,M,Yes,"Chicago, IL",No,Yes,Yes,No,2717379,82.3,22.3,48522,32.9,67.1
Yes,55,F,No,"Chicago, IL",Yes,Yes,No,No,2717379,82.3,22.3,48522,32.9,67.1
Yes,17,M,Yes,"Chicago, IL",No,Yes,No,No,2717379,82.3,22.3,48522,32.9,67.1
Yes,24,M,No,"Chicago, IL",No,Yes,Yes,No,2717379,82.3,22.3,48522,32.9,67.1
Yes,23,M,Yes,"Jennings, MO",Yes,Yes,No,Yes,14772,79.5,29.9,29393,89.8,10.200000000000003
Yes,45,M,No,"Panama, FL",No,Yes,No,No,37136,87.2,21.2,37190,22.0,78.0
Yes,40,M,No,"Wilmore, KY",Yes,Yes,No,No,6278,91.2,28.8,38679,2.3,97.7
Yes,44,M,No,"Sidney, NE",No,Yes,No,No,6802,93.6,13.5,54242,0.2,99.8
Yes,25,M,No,"Mission, TX",No,Yes,No,No,83219,71.9,26.0,41818,0.7,99.3
Yes,38,M,No,"Mission, TX",Yes,Yes,Yes,No,83219,71.9,26.0,41818,0.7,99.3
Yes,42,M,No,"Mission, TX",No,Yes,Yes,No,83219,71.9,26.0,41818,0.7,99.3
Yes,35,M,Yes,"Trenton, NJ",No,Yes,No,No,83443,71.0,28.3,34257,52.0,48.0
No,37,M,No,"Lakewood, WA",Yes,Yes,Yes,No,59649,88.1,20.7,44902,11.8,88.2
Yes,41,M,Yes,"Lakewood, WA",No,Yes,Yes,No,59649,88.1,20.7,44902,11.8,88.2
Yes,59,M,No,"Irmo, SC",Yes,Yes,No,No,12092,92.6,16.4,55168,29.9,70.1
Yes,56,M,No,"Irmo, SC",No,Yes,No,No,12092,92.6,16.4,55168,29.9,70.1
Yes,51,M,No,"Bisbee, AZ",No,Yes,No,No,5210,87.3,29.1,31010,1.4,98.6
No,19,M,No,"Long Beach, CA",No,Yes,No,No,468498,79.4,20.6,52783,13.5,86.5
No,20,M,No,"Long Beach, CA",No,Yes,No,No,468498,79.4,20.6,52783,13.5,86.5
Yes,28,M,Yes,"Long Beach, CA",No,Yes,No,No,468498,79.4,20.6,52783,13.5,86.5
Yes,39,M,No,"Long Beach, CA",No,Yes,No,No,468498,79.4,20.6,52783,13.5,86.5
Yes,21,M,No,"Long Beach, CA",No,Yes,Yes,No,468498,79.4,20.6,52783,13.5,86.5
Yes,21,M,Yes,"Long Beach, CA",No,Yes,No,No,468498,79.4,20.6,52783,13.5,86.5
Yes,27,M,No,"Long Beach, CA",No,Yes,Yes,No,468498,79.4,20.6,52783,13.5,86.5
Yes,36,M,No,"Long Beach, CA",Yes,Yes,No,No,468498,79.4,20.6,52783,13.5,86.5
Yes,37,F,No,"Long Beach, CA",Yes,Yes,No,No,468498,79.4,20.6,52783,13.5,86.5
No,36,M,No,"Long Beach, CA",No,Yes,Yes,No,468498,79.4,20.6,52783,13.5,86.5
Yes,36,F,No,"Long Beach, CA",No,Yes,No,No,468498,79.4,20.6,52783,13.5,86.5
Yes,46,F,No,"Windsor, CA",No,Yes,Yes,No,27432,86.8,4.1,85291,0.8,99.2
Yes,63,M,No,"Miami, OK",No,Yes,Yes,No,13362,84.6,24.5,34387,1.3,98.7
Yes,20,M,Yes,"Trinidad, CO",No,Yes,Yes,Yes,8002,84.1,16.9,43819,0.9,99.1
Yes,25,M,No,"Victoria, TX",Yes,Yes,No,Yes,67173,81.3,18.0,48658,7.7,92.3
No,24,M,Yes,"New York, NY",Yes,Yes,Yes,No,8456560,80.3,20.6,53373,25.5,74.5
Yes,32,M,Yes,"New York, NY",No,Yes,Yes,No,8456560,80.3,20.6,53373,25.5,74.5
Yes,46,M,No,"New York, NY",Yes,Yes,No,No,8456560,80.3,20.6,53373,25.5,74.5
Yes,25,M,Yes,"New York, NY",No,Yes,No,No,8456560,80.3,20.6,53373,25.5,74.5
Yes,39,M,Yes,"New York, NY",No,Yes,Yes,No,8456560,80.3,20.6,53373,25.5,74.5
Yes,42,M,Yes,"New York, NY",No,Yes,No,No,8456560,80.3,20.6,53373,25.5,74.5
Yes,35,M,No,"New York, NY",Yes,Yes,Yes,No,8456560,80.3,20.6,53373,25.5,74.5
Yes,28,M,Yes,"New York, NY",No,Yes,No,No,8456560,80.3,20.6,53373,25.5,74.5
Yes,18,M,No,"New York, NY",No,Yes,Yes,No,8456560,80.3,20.6,53373,25.5,74.5
Yes,34,M,Yes,"New York, NY",No,Yes,Yes,No,8456560,80.3,20.6,53373,25.5,74.5
Yes,58,M,No,"Clermont, FL",Yes,Yes,No,No,33533,92.3,14.1,51938,14.4,85.6
Yes,45,M,No,"Fountain Valley, CA",No,Yes,No,No,56372,90.2,8.1,82367,0.9,99.1
Yes,20,M,Yes,"Detroit, MI",No,Yes,No,No,677061,78.3,40.3,25764,82.7,17.299999999999997
Yes,25,M,Yes,"Detroit, MI",No,Yes,No,No,677061,78.3,40.3,25764,82.7,17.299999999999997
Yes,54,M,No,"Detroit, MI",No,Yes,No,No,677061,78.3,40.3,25764,82.7,17.299999999999997
No,19,M,Yes,"Detroit, MI",No,Yes,Yes,No,677061,78.3,40.3,25764,82.7,17.299999999999997
Yes,46,M,Yes,"Detroit, MI",No,Yes,No,No,677061,78.3,40.3,25764,82.7,17.299999999999997
Yes,58,M,No,"Mansfield, OH",No,Yes,No,No,46572,82.6,26.2,32148,22.1,77.9
Yes,27,M,No,"Marion, IL",Yes,Yes,No,No,17619,90.3,18.2,42839,7.4,92.6
Yes,26,M,No,"Chickasha, OK",No,Yes,Yes,No,16297,83.4,18.4,40811,7.1,92.9
Yes,55,M,No,"Chickasha, OK",No,Yes,No,No,16297,83.4,18.4,40811,7.1,92.9
Yes,33,M,No,"Mesa, AZ",Yes,Yes,No,No,490842,87.5,16.5,48809,3.5,96.5
Yes,33,M,No,"Mesa, AZ",No,Yes,No,No,490842,87.5,16.5,48809,3.5,96.5
Yes,47,M,No,"Mesa, AZ",No,Yes,No,No,490842,87.5,16.5,48809,3.5,96.5
No,26,M,No,"Mesa, AZ",No,Yes,No,Yes,490842,87.5,16.5,48809,3.5,96.5
Yes,24,M,No,"Mesa, AZ",Yes,Yes,No,Yes,490842,87.5,16.5,48809,3.5,96.5
No,22,M,No,"Mesa, AZ",No,Yes,Yes,No,490842,87.5,16.5,48809,3.5,96.5
Yes,27,M,No,"Elk Grove, CA",No,Yes,No,No,168859,90.5,10.4,79487,11.2,88.8
Yes,53,M,Yes,"Emporia, VA",Yes,Yes,No,No,5501,74.7,34.9,28601,62.5,37.5
No,42,M,No,"San Diego, CA",Yes,Yes,No,Yes,1400678,87.3,15.4,66116,6.7,93.3
Yes,34,M,No,"San Diego, CA",Yes,Yes,Yes,Yes,1400678,87.3,15.4,66116,6.7,93.3
Yes,60,M,No,"San Diego, CA",No,Yes,No,No,1400678,87.3,15.4,66116,6.7,93.3
Yes,54,M,No,"San Diego, CA",No,Yes,No,Yes,1400678,87.3,15.4,66116,6.7,93.3
Yes,39,M,Yes,"San Diego, CA",No,Yes,No,No,1400678,87.3,15.4,66116,6.7,93.3
Yes,30,M,No,"San Diego, CA",No,Yes,No,Yes,1400678,87.3,15.4,66116,6.7,93.3
Yes,33,M,No,"San Diego, CA",No,Yes,Yes,Yes,1400678,87.3,15.4,66116,6.7,93.3
Yes,22,M,No,"San Diego, CA",No,Yes,No,Yes,1400678,87.3,15.4,66116,6.7,93.3
Yes,15,M,No,"San Diego, CA",Yes,Yes,No,Yes,1400678,87.3,15.4,66116,6.7,93.3
Yes,52,M,No,"Smyrna, DE",No,Yes,No,Yes,11362,89.9,7.6,54217,29.1,70.9
Yes,36,M,No,"Roosevelt, UT",Yes,Yes,No,Yes,6972,88.7,13.5,62351,0.3,99.7
Yes,30,M,Yes,"Garland, TX",No,Yes,No,No,237266,76.3,17.2,51970,14.5,85.5
Yes,34,M,No,"Garland, TX",No,Yes,No,No,237266,76.3,17.2,51970,14.5,85.5
Yes,36,M,No,"Kennewick, WA",Yes,Yes,No,No,80142,86.5,18.1,51661,1.7,98.3
Yes,32,M,No,"South El Monte, CA",No,Yes,No,No,20790,49.9,20.5,40938,0.5,99.5
Yes,46,M,No,"Pulaski, VA",Yes,Yes,No,No,8828,80.4,21.1,37485,7.8,92.2
Yes,48,M,No,"Pulaski, VA",Yes,Yes,No,No,8828,80.4,21.1,37485,7.8,92.2
Yes,18,M,No,"Wake Forest, NC",No,Yes,Yes,No,40162,95.2,7.0,80978,15.3,84.7
Yes,38,M,No,"Wake Forest, NC",No,Yes,No,No,40162,95.2,7.0,80978,15.3,84.7
Yes,72,M,No,"Lawrenceville, GA",Yes,Yes,No,No,29383,81.3,24.4,41743,32.0,68.0
Yes,38,M,No,"Beacon, NY",No,Yes,Yes,No,13472,89.3,11.6,65305,23.2,76.8
Yes,21,M,Yes,"Cerritos, CA",No,Yes,Yes,No,50196,91.7,4.8,90321,6.9,93.1
Yes,26,M,No,"Cerritos, CA",No,Yes,No,No,50196,91.7,4.8,90321,6.9,93.1
Yes,35,M,No,"Kearny, AZ",No,Yes,No,No,2060,87.7,21.2,43563,0.5,99.5
Yes,31,M,Yes,"Fridley, MN",No,Yes,Yes,No,27600,90.0,13.0,54652,11.1,88.9
Yes,47,M,No,"Tacoma, WA",No,Yes,No,No,210150,87.6,18.0,52042,11.2,88.8
Yes,40,M,No,"Tacoma, WA",No,Yes,No,No,210150,87.6,18.0,52042,11.2,88.8
Yes,32,F,No,"Tacoma, WA",No,Yes,No,No,210150,87.6,18.0,52042,11.2,88.8
Yes,38,M,Yes,"Tacoma, WA",No,Yes,No,No,210150,87.6,18.0,52042,11.2,88.8
Yes,28,M,No,"St. Augustine, FL",Yes,Yes,No,No,14241,88.9,22.2,42958,11.6,88.4
Yes,53,M,No,"St. Augustine, FL",Yes,Yes,No,No,14241,88.9,22.2,42958,11.6,88.4
No,40,M,No,"Rancho Santa Margarita, CA",Yes,Yes,No,No,48807,95.2,4.0,105328,1.9,98.1
Yes,37,M,No,"Portage, MI",Yes,Yes,Yes,No,48395,95.8,11.0,54040,4.9,95.1
Yes,41,M,No,"Rockford, IL",Yes,Yes,No,No,147756,83.1,24.8,38716,20.5,79.5
Yes,45,M,Yes,"Harvey, IL",No,Yes,Yes,No,25065,78.1,36.4,22014,75.8,24.200000000000003
Yes,18,M,No,"St. Petersburg, FL",Yes,Yes,No,No,258965,89.5,17.2,45748,23.9,76.1
Yes,37,M,Yes,"St. Petersburg, FL",No,Yes,Yes,No,258965,89.5,17.2,45748,23.9,76.1
Yes,35,M,No,"Cabot, AR",No,Yes,No,No,26104,92.4,11.4,57790,1.6,98.4
Yes,17,M,No,"Grand Junction, CO",No,Yes,Yes,No,61207,91.3,18.9,45358,0.8,99.2
Yes,44,M,No,"Grand Junction, CO",Yes,Yes,No,No,61207,91.3,18.9,45358,0.8,99.2
Yes,24,M,No,"Grand Junction, CO",No,Yes,Yes,No,61207,91.3,18.9,45358,0.8,99.2
Yes,29,M,Yes,"Lancaster, PA",No,Yes,No,No,59475,76.3,29.0,35313,16.3,83.7
Yes,18,M,No,"Lancaster, PA",No,Yes,No,No,59475,76.3,29.0,35313,16.3,83.7
Yes,52,M,No,"Green, OH",No,Yes,No,No,25755,93.4,8.3,62605,1.8,98.2
Yes,38,M,Yes,"Owensboro, KY",No,Yes,No,No,59286,85.5,19.8,37279,7.3,92.7
Yes,29,M,No,"Owensboro, KY",No,Yes,No,No,59286,85.5,19.8,37279,7.3,92.7
Yes,39,F,No,"Gillette, WY",No,Yes,Yes,No,33402,90.4,9.0,74165,0.4,99.6
Yes,24,M,No,"Hackensack, NJ",Yes,Yes,No,No,44352,86.6,15.8,55289,24.4,75.6
Yes,22,M,No,"Hackensack, NJ",Yes,Yes,No,No,44352,86.6,15.8,55289,24.4,75.6
Yes,32,M,Yes,"Charleston, SC",No,Yes,No,No,134164,93.6,17.8,55546,25.4,74.6
Yes,47,M,No,"Sedalia, MO",No,Yes,No,No,21635,80.7,23.9,31460,5.2,94.8
Yes,40,M,No,"Eagar, AZ",No,Yes,Yes,No,4864,89.2,18.0,50675,0.6,99.4
Yes,52,M,No,"Eagar, AZ",No,Yes,No,No,4864,89.2,18.0,50675,0.6,99.4
Yes,36,M,No,"Eagar, AZ",No,Yes,No,No,4864,89.2,18.0,50675,0.6,99.4
Yes,36,M,Yes,"Huntsville, AL",Yes,Yes,No,No,192722,90.2,18.2,48775,31.2,68.8
Yes,34,M,No,"Huntsville, AL",No,Yes,No,Yes,192722,90.2,18.2,48775,31.2,68.8
Yes,45,M,No,"Huntsville, AL",No,Yes,Yes,Yes,192722,90.2,18.2,48775,31.2,68.8
Yes,36,M,No,"Huntsville, AL",No,Yes,Yes,No,192722,90.2,18.2,48775,31.2,68.8
Yes,62,M,No,"Snohomish, WA",Yes,Yes,No,No,9888,92.2,12.7,55648,0.5,99.5
No,24,M,No,"Bossier, LA",No,Yes,No,No,68251,88.4,16.7,47342,25.6,74.4
Yes,24,M,No,"Edmond, OK",Yes,Yes,No,No,91069,95.9,10.1,71974,5.5,94.5
Yes,60,M,No,"Lancaster, SC",No,Yes,No,No,9146,80.5,30.1,29974,51.3,48.7
Yes,32,M,Yes,"Northglenn, CO",No,Yes,No,No,39040,86.6,14.0,55831,2.3,97.7
Yes,31,M,No,"Northglenn, CO",Yes,Yes,No,No,39040,86.6,14.0,55831,2.3,97.7
Yes,40,M,Yes,"Carrollton, GA",No,Yes,No,No,26390,78.3,28.7,34055,31.9,68.1
Yes,18,M,No,"Trenton, MI",No,Yes,No,No,18368,91.7,8.0,55218,1.3,98.7
Yes,47,M,No,"Palestine, TX",No,Yes,No,Yes,18099,81.7,23.8,36348,23.3,76.7
Yes,26,M,No,"Azle, TX",Yes,Yes,No,No,12032,85.9,9.1,55830,0.7,99.3
Yes,51,M,No,"Azle, TX",Yes,Yes,No,No,12032,85.9,9.1,55830,0.7,99.3
Yes,46,M,No,"Delano, CA",No,Yes,Yes,No,52647,55.0,30.3,35933,7.9,92.1
No,36,M,No,"Los Lunas, NM",No,Yes,No,No,15372,87.7,16.4,52166,2.0,98.0
Yes,50,M,No,"Santa Maria, CA",No,Yes,No,No,105524,58.7,21.2,50433,1.7,98.3
Yes,31,M,No,"Santa Maria, CA",Yes,Yes,No,No,105524,58.7,21.2,50433,1.7,98.3
Yes,45,F,No,"Morgantown, WV",No,Yes,Yes,No,30740,93.7,34.1,34090,4.1,95.9
Yes,48,M,No,"Morgantown, WV",No,Yes,No,No,30740,93.7,34.1,34090,4.1,95.9
Yes,82,M,No,"Morgantown, WV",No,Yes,No,Yes,30740,93.7,34.1,34090,4.1,95.9
Yes,30,M,Yes,"Oakland, CA",No,Yes,No,Yes,421180,80.4,20.4,54618,28.0,72.0
Yes,49,M,Yes,"Oakland, CA",No,Yes,No,No,421180,80.4,20.4,54618,28.0,72.0
Yes,27,M,Yes,"Oakland, CA",No,Yes,Yes,Yes,421180,80.4,20.4,54618,28.0,72.0
Yes,30,M,Yes,"Oakland, CA",No,Yes,No,Yes,421180,80.4,20.4,54618,28.0,72.0
Yes,32,M,Yes,"Oakland, CA",No,Yes,Yes,No,421180,80.4,20.4,54618,28.0,72.0
Yes,39,M,Yes,"Oakland, CA",No,Yes,No,No,421180,80.4,20.4,54618,28.0,72.0
Yes,32,M,No,"Oakland, CA",No,Yes,No,No,421180,80.4,20.4,54618,28.0,72.0
Yes,53,M,No,"North Port, FL",No,Yes,No,No,64296,90.5,12.8,52571,7.0,93.0
Yes,42,M,No,"Midland, TX",Yes,Yes,No,No,134860,83.0,9.3,69173,7.9,92.1
Yes,19,M,No,"Midland, TX",No,Yes,No,No,134860,83.0,9.3,69173,7.9,92.1
Yes,36,M,No,"Melbourne, FL",No,Yes,No,No,80600,89.2,15.9,40219,10.3,89.7
Yes,36,M,No,"Melbourne, FL",No,Yes,No,No,80600,89.2,15.9,40219,0.2,99.8
Yes,36,M,No,"Melbourne, FL",No,Yes,No,No,80600,89.2,15.9,65000,10.3,89.7
Yes,36,M,No,"Melbourne, FL",No,Yes,No,No,80600,89.2,15.9,65000,0.2,99.8
Yes,36,M,No,"Melbourne, FL",No,Yes,No,No,80600,89.2,7.7,40219,10.3,89.7
Yes,36,M,No,"Melbourne, FL",No,Yes,No,No,80600,89.2,7.7,40219,0.2,99.8
Yes,36,M,No,"Melbourne, FL",No,Yes,No,No,80600,89.2,7.7,65000,10.3,89.7
Yes,36,M,No,"Melbourne, FL",No,Yes,No,No,80600,89.2,7.7,65000,0.2,99.8
Yes,36,M,No,"Melbourne, FL",No,Yes,No,No,80600,93.1,15.9,40219,10.3,89.7
Yes,36,M,No,"Melbourne, FL",No,Yes,No,No,80600,93.1,15.9,40219,0.2,99.8
Yes,36,M,No,"Melbourne, FL",No,Yes,No,No,80600,93.1,15.9,65000,10.3,89.7
Yes,36,M,No,"Melbourne, FL",No,Yes,No,No,80600,93.1,15.9,65000,0.2,99.8
Yes,36,M,No,"Melbourne, FL",No,Yes,No,No,80600,93.1,7.7,40219,10.3,89.7
Yes,36,M,No,"Melbourne, FL",No,Yes,No,No,80600,93.1,7.7,40219,0.2,99.8
Yes,36,M,No,"Melbourne, FL",No,Yes,No,No,80600,93.1,7.7,65000,10.3,89.7
Yes,36,M,No,"Melbourne, FL",No,Yes,No,No,80600,93.1,7.7,65000,0.2,99.8
Yes,58,M,No,"Woodland, WA",Yes,Yes,No,No,5951,82.0,19.4,62430,0.9,99.1
Yes,54,M,No,"Beech Grove, IN",Yes,Yes,No,No,14753,85.7,21.6,36487,3.2,96.8
No,30,M,No,"Findlay, OH",No,Yes,No,No,41377,90.6,19.2,45134,2.2,97.8
Yes,45,M,No,"Tomball, TX",No,Yes,Yes,No,11652,88.8,22.7,44086,6.3,93.7
Yes,22,M,Yes,"Cincinnati, OH",No,Yes,No,No,300258,85.8,30.5,33604,44.8,55.2
Yes,21,M,Yes,"Cincinnati, OH",Yes,Yes,No,No,300258,85.8,30.5,33604,44.8,55.2
Yes,45,M,No,"Cincinnati, OH",Yes,Yes,Yes,No,300258,85.8,30.5,33604,44.8,55.2
Yes,37,M,Yes,"Cincinnati, OH",No,Yes,Yes,No,300258,85.8,30.5,33604,44.8,55.2
Yes,25,M,Yes,"Cincinnati, OH",Yes,Yes,No,No,300258,85.8,30.5,33604,44.8,55.2
Yes,40,M,Yes,"Pompano Beach, FL",No,Yes,No,No,108883,82.8,23.4,41321,28.9,71.1
Yes,55,M,Yes,"Pompano Beach, FL",No,Yes,No,No,108883,82.8,23.4,41321,28.9,71.1
Yes,86,M,No,"Columbia, TN",Yes,Yes,No,No,37386,85.1,23.2,36426,20.8,79.2
Yes,17,F,No,"Kokomo, IN",Yes,Yes,No,No,57867,86.3,21.3,37623,10.7,89.3
Yes,46,M,No,"Fort Wayne, IN",No,Yes,No,No,263583,88.3,19.0,43774,15.4,84.6
Yes,62,M,No,"Fort Wayne, IN",No,Yes,Yes,No,263583,88.3,19.0,43774,15.4,84.6
Yes,36,M,No,"Fort Wayne, IN",No,Yes,No,No,263583,88.3,19.0,43774,15.4,84.6
Yes,62,M,No,"Fort Wayne, IN",No,Yes,No,No,263583,88.3,19.0,43774,15.4,84.6
Yes,35,M,No,"Hutchins, TX",Yes,Yes,No,No,5678,72.2,25.7,36403,39.4,60.6
No,22,M,Yes,"South Lake Tahoe, CA",No,Yes,Yes,No,21809,84.6,18.5,39793,0.9,99.1
Yes,28,M,No,"Visalia, CA",No,Yes,No,No,130806,82.7,21.3,52157,2.1,97.9
Yes,59,M,No,"Visalia, CA",No,Yes,No,No,130806,82.7,21.3,52157,2.1,97.9
Yes,40,F,No,"Clanton, AL",No,Yes,Yes,No,8690,76.8,16.9,39823,19.1,80.9
Yes,43,M,No,"Clanton, AL",No,Yes,No,Yes,8690,76.8,16.9,39823,19.1,80.9
Yes,48,M,No,"Hobbs, NM",Yes,Yes,No,No,38190,72.7,16.5,56905,6.1,93.9
Yes,49,M,No,"Hobbs, NM",No,No,Yes,No,38190,72.7,16.5,56905,6.1,93.9
Yes,45,M,No,"Hobbs, NM",No,Yes,No,No,38190,72.7,16.5,56905,6.1,93.9
Yes,50,M,No,"Greeley, CO",No,Yes,No,No,104431,83.6,20.2,48813,1.7,98.3
Yes,24,M,Yes,"Greeley, CO",No,Yes,Yes,No,104431,83.6,20.2,48813,1.7,98.3
No,24,M,No,"Azusa, CA",Yes,Yes,No,No,49661,77.7,17.6,53135,3.2,96.8
Yes,45,M,No,"Azusa, CA",No,Yes,No,No,49661,77.7,17.6,53135,3.2,96.8
Yes,48,M,No,"Azusa, CA",No,Yes,No,No,49661,77.7,17.6,53135,3.2,96.8
Yes,60,M,No,"Ronda, NC",No,Yes,Yes,No,411,62.3,23.0,30662,2.2,97.8
Yes,35,M,No,"Citrus Heights, CA",No,Yes,No,No,87132,89.9,15.4,50047,3.3,96.7
Yes,35,M,No,"Citrus Heights, CA",No,Yes,No,Yes,87132,89.9,15.4,50047,3.3,96.7
Yes,56,M,No,"Citrus Heights, CA",No,Yes,No,No,87132,89.9,15.4,50047,3.3,96.7
Yes,20,M,Yes,"Pittsburgh, PA",No,Yes,Yes,No,303402,91.4,22.9,40715,26.1,73.9
Yes,57,M,Yes,"Pittsburgh, PA",No,Yes,No,No,303402,91.4,22.9,40715,26.1,73.9
Yes,22,M,No,"Hutchinson, KS",No,Yes,No,No,41186,87.6,13.9,42350,4.3,95.7
Yes,55,M,No,"Hutchinson, KS",No,Yes,No,No,41186,87.6,13.9,42350,4.3,95.7
Yes,49,M,No,"Weatherford, TX",Yes,Yes,Yes,No,29684,89.3,10.6,57257,2.4,97.6
Yes,41,M,No,"Weatherford, TX",No,No,Yes,No,29684,89.3,10.6,57257,2.4,97.6
